Loan_ID,Customer_ID,Application_Date,Branch,Region,Age,Gender,Occupation,Employment_Years,Annual_Income,Credit_Score,Loan_Purpose,Loan_Amount,Loan_Term_Months,Interest_Rate,EMI,Debt_To_Income_Ratio,LTV_Ratio,Risk_Category,Loan_Status,Collateral,Marital_Status,Dependents,Default_Flag
LN100471,CUST50471,2025-02-03,Chennai,West,56,Male,Teacher,34,1872865,744,Debt Consolidation,2382534,60,8.97,43270.79,40.0,60.6,Medium,Active,No,Single,3,0
LN100472,CUST50472,2025-08-29,Bengaluru,North,59,Female,Self-employed,31,1499153,654,Business,2078630,36,13.66,65626.97,19.6,89.3,Medium,Delinquent,Yes,Married,2,0
LN100473,CUST50473,2025-01-01,Delhi,East,29,Female,Self-employed,25,2417330,525,Education,1558636,60,10.55,28717.87,58.5,57.4,High,Active,Yes,Single,2,0
LN100474,CUST50474,2024-07-11,Pune,West,54,Male,Analyst,5,1092240,651,Home,1911872,120,16.16,18506.92,38.2,52.0,Medium,Defaulted,Yes,Married,1,1
LN100475,CUST50475,2023-12-31,Mumbai,South,25,Male,Self-employed,27,2376099,566,Personal,2371296,120,15.14,22752.59,45.8,82.7,High,Defaulted,Yes,Married,4,1
LN100476,CUST50476,2023-10-05,Delhi,West,37,Female,Clerk,22,1096580,665,Medical,1786974,120,7.18,15960.66,41.8,59.7,Medium,Active,No,Single,4,0
LN100477,CUST50477,2024-03-18,Kolkata,North,39,Female,Teacher,19,1091668,593,Education,2915686,120,11.21,27021.12,10.9,51.3,High,Active,No,Married,4,0
LN100478,CUST50478,2026-05-17,Bengaluru,East,23,Female,Clerk,29,1787769,804,Personal,3821570,84,16.52,53010.64,56.2,72.2,Low,Defaulted,Yes,Single,3,1
LN100479,CUST50479,2026-01-23,Bengaluru,West,47,Male,Analyst,24,1338308,645,Medical,4047680,60,11.0,74882.08,17.3,51.6,High,Active,No,Married,1,0
LN100480,CUST50480,2024-01-23,Hyderabad,North,42,Female,Doctor,12,2050060,491,Medical,4941960,36,6.37,146021.19,45.0,67.3,High,Active,Yes,Married,1,0
LN100481,CUST50481,2024-08-31,Delhi,North,22,Female,Self-employed,10,223332,808,Personal,2186725,48,9.88,50057.78,5.1,64.1,Low,Paid,No,Married,3,0
LN100482,CUST50482,2026-04-29,Kolkata,East,47,Female,Teacher,0,924880,821,Education,3693621,180,6.53,21860.08,27.1,66.2,Low,Active,Yes,Married,3,0
LN100483,CUST50483,2025-06-06,Chennai,North,62,Male,Analyst,18,384286,620,Debt Consolidation,2727190,84,12.06,36382.01,30.6,48.6,High,Defaulted,Yes,Single,1,1
LN100484,CUST50484,2024-09-07,Mumbai,North,57,Female,Self-employed,33,2247207,801,Home,3957472,48,11.1,91598.99,5.8,61.3,Low,Delinquent,No,Married,3,0
LN100485,CUST50485,2024-05-06,Kolkata,East,46,Male,Teacher,26,2273892,483,Personal,743796,36,10.87,22906.85,36.7,71.5,High,Active,No,Single,2,0
LN100486,CUST50486,2024-09-05,Mumbai,North,58,Male,Analyst,17,1549996,788,Medical,3455382,120,15.08,33137.11,25.1,55.7,Low,Paid,Yes,Married,4,0
LN100487,CUST50487,2025-05-20,Mumbai,East,28,Female,Teacher,25,1300228,461,Home,560669,24,15.57,26998.55,48.8,62.2,High,Defaulted,No,Single,2,1
LN100488,CUST50488,2024-06-13,Pune,South,52,Female,Self-employed,3,1639144,773,Personal,4901345,60,12.98,92292.33,11.3,64.6,Low,Delinquent,No,Married,3,0
LN100489,CUST50489,2026-02-11,Pune,North,34,Female,Analyst,0,823245,549,Education,1784948,48,12.67,41897.94,44.6,44.3,High,Active,No,Married,3,0
LN100490,CUST50490,2025-10-02,Delhi,North,26,Female,Teacher,2,2356476,767,Personal,2284609,180,7.83,13686.08,15.5,77.2,Low,Paid,No,Married,3,0
LN100491,CUST50491,2024-06-14,Bengaluru,North,64,Male,Clerk,4,960335,555,Auto,3345743,48,13.4,79043.18,24.9,65.3,High,Active,Yes,Married,2,0
LN100492,CUST50492,2024-01-19,Bengaluru,East,28,Male,Teacher,30,1573177,673,Auto,2279663,180,15.02,14567.05,53.8,85.2,Medium,Active,Yes,Married,4,0
LN100493,CUST50493,2025-04-28,Hyderabad,North,34,Female,Doctor,20,368088,571,Education,4252927,120,7.83,38216.09,21.7,64.5,High,Active,Yes,Married,4,0
LN100494,CUST50494,2024-07-26,Pune,North,48,Male,Manager,10,1358138,786,Home,2233067,36,16.64,72351.37,5.3,62.7,Low,Paid,No,Single,2,0
LN100495,CUST50495,2025-12-07,Pune,West,57,Male,Engineer,13,1324525,492,Auto,4637005,240,13.84,21994.86,51.0,57.8,High,Defaulted,Yes,Single,4,1
LN100496,CUST50496,2024-07-01,Hyderabad,South,52,Male,Manager,23,1306802,658,Auto,1847557,240,12.28,8643.49,47.6,81.0,Medium,Active,Yes,Married,3,0
LN100497,CUST50497,2024-09-26,Bengaluru,West,44,Female,Engineer,31,1500676,755,Auto,2731946,24,6.5,121230.1,25.4,92.9,Low,Paid,No,Single,4,0
LN100498,CUST50498,2024-09-01,Pune,East,48,Female,Engineer,24,669861,647,Personal,3992019,120,13.19,37654.72,59.5,79.7,High,Paid,No,Married,3,0
LN100499,CUST50499,2025-08-11,Chennai,North,45,Male,Doctor,30,1495302,693,Medical,63180,240,10.22,290.15,47.1,85.7,Medium,Active,Yes,Single,0,0
LN100500,CUST50500,2023-10-20,Chennai,West,33,Male,Clerk,7,1455654,569,Medical,3150093,48,13.15,74256.88,7.3,41.1,High,Delinquent,Yes,Married,0,0
LN100501,CUST50501,2025-10-21,Delhi,North,27,Female,Doctor,6,1623329,615,Home,2126762,24,7.3,95083.98,47.0,79.1,High,Defaulted,No,Married,0,1
LN100502,CUST50502,2025-05-25,Bengaluru,West,59,Female,Manager,22,2022600,798,Auto,1172389,12,15.26,112607.96,7.8,85.7,Low,Defaulted,No,Married,0,1
LN100503,CUST50503,2025-09-16,Mumbai,East,21,Male,Engineer,14,2349002,543,Debt Consolidation,1364800,48,12.39,31956.22,22.4,70.2,High,Active,No,Married,1,0
LN100504,CUST50504,2024-05-21,Delhi,North,45,Female,Manager,5,1097489,744,Business,1497137,120,8.17,13495.44,16.5,57.2,Medium,Delinquent,No,Married,0,0
LN100505,CUST50505,2024-03-19,Chennai,South,26,Male,Clerk,33,2281389,612,Home,356777,24,11.98,16646.62,48.0,50.5,High,Paid,No,Married,0,0
LN100506,CUST50506,2025-08-24,Pune,South,30,Female,Doctor,17,2001259,710,Medical,3347810,180,11.64,20763.86,56.3,69.2,Medium,Delinquent,No,Married,1,0
LN100507,CUST50507,2026-06-07,Chennai,South,30,Female,Teacher,26,2488216,637,Auto,2906900,12,13.91,275937.48,39.0,93.1,High,Active,No,Single,0,0
LN100508,CUST50508,2025-06-06,Mumbai,North,59,Male,Self-employed,30,1460973,659,Debt Consolidation,4641038,48,8.96,105351.56,46.7,78.6,Medium,Paid,Yes,Married,0,0
LN100509,CUST50509,2023-11-15,Pune,East,30,Female,Manager,5,1861078,551,Medical,2679249,12,14.93,256605.07,8.3,49.0,High,Delinquent,Yes,Single,1,0
LN100510,CUST50510,2024-02-05,Hyderabad,West,23,Male,Engineer,18,1127145,465,Debt Consolidation,1860245,84,6.13,23503.31,47.8,89.5,High,Defaulted,No,Married,4,1
LN100511,CUST50511,2025-07-20,Kolkata,East,45,Male,Engineer,31,185787,567,Education,2786084,36,6.4,82344.26,7.3,72.5,High,Delinquent,Yes,Single,4,0
LN100512,CUST50512,2025-07-14,Bengaluru,South,27,Female,Teacher,35,735251,537,Home,268734,120,9.15,2444.36,36.5,45.3,High,Active,No,Married,0,0
LN100513,CUST50513,2025-09-22,Mumbai,East,27,Female,Clerk,10,2060378,696,Auto,2503300,120,7.13,22348.21,52.9,56.9,Medium,Paid,Yes,Married,2,0
LN100514,CUST50514,2024-01-27,Kolkata,North,39,Male,Clerk,28,243479,812,Home,1080346,120,12.45,10123.74,48.2,67.9,Low,Defaulted,Yes,Single,1,1
LN100515,CUST50515,2025-11-01,Bengaluru,West,47,Male,Clerk,22,1416626,522,Debt Consolidation,3074410,60,17.9,60412.16,19.9,90.2,High,Delinquent,No,Single,1,0
LN100516,CUST50516,2025-12-23,Kolkata,North,60,Female,Self-employed,11,1240798,539,Auto,4379094,120,17.98,43053.79,41.8,77.5,High,Delinquent,Yes,Single,4,0
LN100517,CUST50517,2025-11-05,Hyderabad,East,52,Female,Self-employed,16,1575453,461,Auto,694656,36,7.25,20694.96,5.7,89.5,High,Active,Yes,Married,1,0
LN100518,CUST50518,2024-06-15,Hyderabad,North,62,Male,Manager,9,1804626,563,Business,3500684,240,17.58,17150.43,5.6,42.4,High,Defaulted,No,Single,4,1
LN100519,CUST50519,2025-10-05,Mumbai,South,44,Female,Clerk,4,818157,481,Debt Consolidation,1771713,24,11.64,82414.18,55.5,78.6,High,Defaulted,No,Married,0,1
LN100520,CUST50520,2025-05-12,Mumbai,West,47,Female,Analyst,17,1762205,642,Home,2122200,12,9.46,193580.01,24.3,82.3,High,Active,No,Married,3,0
LN100521,CUST50521,2025-02-02,Pune,South,42,Female,Engineer,13,1815496,797,Personal,4402012,120,11.52,40909.36,10.1,91.4,Low,Paid,No,Married,2,0
LN100522,CUST50522,2025-01-29,Chennai,South,54,Female,Engineer,1,2127971,674,Business,1812139,120,9.6,16550.87,29.1,81.5,Medium,Defaulted,Yes,Married,3,1
LN100523,CUST50523,2025-01-03,Mumbai,North,29,Male,Clerk,5,709441,531,Education,748978,84,13.71,10138.84,41.0,67.8,High,Defaulted,Yes,Single,1,1
LN100524,CUST50524,2025-07-27,Delhi,West,40,Male,Self-employed,26,805143,538,Medical,2137404,84,12.04,28508.9,40.7,49.4,High,Delinquent,No,Single,0,0
LN100525,CUST50525,2025-10-01,Hyderabad,North,55,Female,Self-employed,11,2087849,811,Auto,1445899,180,12.73,9055.34,21.6,45.3,Low,Paid,Yes,Married,4,0
LN100526,CUST50526,2026-01-14,Mumbai,North,38,Female,Clerk,34,1941622,456,Personal,3688512,180,13.97,23354.43,47.4,50.6,High,Paid,No,Single,4,0
LN100527,CUST50527,2025-08-06,Bengaluru,North,53,Female,Teacher,10,1281257,471,Education,1232733,240,16.67,5992.62,58.4,48.5,High,Defaulted,Yes,Married,1,1
LN100528,CUST50528,2024-02-25,Hyderabad,East,43,Female,Clerk,4,2194230,721,Business,604418,180,10.58,3713.14,11.0,73.0,Medium,Active,No,Married,2,0
LN100529,CUST50529,2026-03-02,Chennai,West,22,Female,Self-employed,35,1601507,836,Home,104823,60,15.02,2009.46,25.9,44.7,Low,Active,No,Single,1,0
LN100530,CUST50530,2025-08-24,Hyderabad,West,61,Female,Teacher,32,1536427,609,Education,3099888,120,9.28,28229.65,31.5,69.9,High,Active,Yes,Married,3,0
LN100531,CUST50531,2026-02-24,Bengaluru,North,24,Male,Engineer,15,1576787,514,Education,4182159,84,10.17,54851.01,49.2,56.1,High,Delinquent,Yes,Single,4,0
LN100532,CUST50532,2026-06-05,Bengaluru,South,37,Female,Teacher,9,1887211,706,Debt Consolidation,4784478,48,7.02,106673.92,50.8,66.1,Medium,Paid,Yes,Single,2,0
LN100533,CUST50533,2024-03-21,Hyderabad,South,49,Male,Clerk,14,1108722,788,Auto,1290110,24,16.18,62452.07,56.4,89.2,Low,Paid,Yes,Single,0,0
LN100534,CUST50534,2025-09-06,Bengaluru,South,33,Male,Teacher,0,2456181,627,Medical,628152,84,15.65,8648.31,30.2,63.2,High,Paid,Yes,Married,4,0
LN100535,CUST50535,2024-01-22,Bengaluru,East,61,Female,Doctor,29,2193015,483,Debt Consolidation,1147113,240,15.14,5503.27,40.5,66.3,High,Active,Yes,Married,3,0
LN100536,CUST50536,2024-05-20,Bengaluru,West,52,Female,Self-employed,6,696090,695,Medical,1890262,60,9.66,34547.69,19.0,78.8,Medium,Defaulted,No,Married,3,1
LN100537,CUST50537,2023-07-20,Hyderabad,South,37,Female,Self-employed,26,1636421,583,Debt Consolidation,508214,120,13.2,4794.15,41.8,46.3,High,Defaulted,No,Single,3,1
LN100538,CUST50538,2025-05-01,Delhi,South,47,Female,Clerk,25,1609364,512,Home,3414271,12,12.03,318750.65,28.4,72.5,High,Defaulted,Yes,Single,1,1
LN100539,CUST50539,2024-05-14,Pune,North,22,Male,Self-employed,15,1104812,639,Debt Consolidation,2193654,48,17.29,53602.85,47.9,66.8,High,Active,Yes,Married,2,0
LN100540,CUST50540,2026-01-26,Pune,North,45,Male,Self-employed,10,2103404,705,Debt Consolidation,3700158,60,13.11,69754.15,47.1,88.3,Medium,Active,Yes,Married,2,0
LN100541,CUST50541,2024-11-08,Pune,East,51,Male,Self-employed,2,735403,659,Medical,3236648,36,15.06,103446.87,5.2,91.5,Medium,Paid,Yes,Married,1,0
LN100542,CUST50542,2026-05-03,Chennai,South,27,Female,Teacher,3,221299,776,Personal,1709791,24,14.6,81642.52,40.4,48.9,Low,Active,Yes,Single,4,0
LN100543,CUST50543,2025-01-10,Bengaluru,North,58,Male,Clerk,35,1396553,642,Business,3957240,36,11.43,122487.57,47.5,47.1,High,Delinquent,No,Married,3,0
LN100544,CUST50544,2024-05-07,Bengaluru,East,40,Female,Clerk,22,1641267,709,Medical,2775137,48,13.09,65383.38,25.6,62.3,Medium,Paid,Yes,Married,1,0
LN100545,CUST50545,2026-04-28,Delhi,West,51,Female,Manager,34,1469998,616,Home,3570110,36,9.41,108501.59,20.3,58.4,High,Active,No,Single,4,0
LN100546,CUST50546,2024-04-05,Kolkata,West,53,Male,Engineer,26,512503,541,Education,242473,180,11.96,1508.18,47.8,73.8,High,Paid,No,Single,0,0
LN100547,CUST50547,2025-08-11,Hyderabad,West,25,Female,Engineer,23,1499731,808,Personal,432348,84,16.05,5973.09,27.0,69.1,Low,Active,No,Married,2,0
LN100548,CUST50548,2025-08-11,Delhi,North,24,Male,Self-employed,30,2408440,469,Personal,228455,120,15.68,2202.31,34.1,56.1,High,Defaulted,Yes,Single,3,1
LN100549,CUST50549,2025-10-27,Mumbai,South,62,Female,Self-employed,34,255442,542,Auto,4322972,84,17.34,60387.8,46.6,75.5,High,Active,No,Married,1,0
LN100550,CUST50550,2026-01-06,Delhi,West,36,Female,Manager,25,726172,741,Auto,3361075,12,16.04,325015.95,56.7,71.1,Medium,Active,Yes,Single,0,0
LN100551,CUST50551,2026-04-28,Bengaluru,East,27,Female,Analyst,5,1124733,735,Auto,2708809,240,15.1,12991.0,46.4,43.3,Medium,Delinquent,Yes,Married,1,0
LN100552,CUST50552,2026-06-26,Pune,North,44,Male,Teacher,35,2102145,765,Education,3564234,12,6.03,314929.78,49.8,51.7,Low,Defaulted,Yes,Married,0,1
LN100553,CUST50553,2024-04-02,Kolkata,West,32,Male,Teacher,25,1113821,749,Medical,563374,48,7.31,12594.93,44.8,85.6,Medium,Active,Yes,Married,3,0
LN100554,CUST50554,2023-09-27,Mumbai,East,63,Female,Clerk,35,2421985,515,Debt Consolidation,4581627,12,6.61,407039.38,26.3,91.3,High,Delinquent,Yes,Single,0,0
LN100555,CUST50555,2024-05-27,Kolkata,North,29,Male,Engineer,21,959802,477,Debt Consolidation,3522560,24,12.83,165604.35,22.9,75.1,High,Active,Yes,Married,1,0
LN100556,CUST50556,2024-05-26,Hyderabad,South,26,Female,Teacher,20,2113552,819,Personal,716343,12,13.55,67783.96,12.0,66.7,Low,Defaulted,Yes,Single,2,1
LN100557,CUST50557,2026-06-23,Mumbai,East,26,Male,Analyst,11,540752,642,Education,1834083,240,17.15,8952.62,32.2,73.5,High,Delinquent,Yes,Married,2,0
LN100558,CUST50558,2025-04-12,Kolkata,South,55,Male,Self-employed,7,923620,637,Personal,3558947,24,16.02,172045.43,12.1,59.1,High,Active,Yes,Married,1,0
LN100559,CUST50559,2024-11-25,Pune,East,28,Female,Engineer,30,2102756,675,Education,2808620,180,11.73,17433.73,6.6,68.4,Medium,Defaulted,No,Married,0,1
LN100560,CUST50560,2025-12-09,Delhi,East,51,Female,Teacher,9,1405775,668,Debt Consolidation,2235323,180,15.9,14393.0,49.3,67.0,Medium,Active,No,Single,1,0
LN100561,CUST50561,2025-06-18,Kolkata,North,29,Female,Self-employed,24,979899,450,Personal,229311,24,9.75,10486.2,25.9,64.6,High,Delinquent,Yes,Single,1,0
LN100562,CUST50562,2024-08-06,Chennai,East,39,Male,Doctor,25,272749,848,Debt Consolidation,3324355,24,7.98,149568.27,43.3,55.7,Low,Paid,No,Single,1,0
LN100563,CUST50563,2024-11-24,Kolkata,North,43,Male,Teacher,31,1379715,803,Home,2482758,60,7.36,44424.82,25.2,77.3,Low,Paid,Yes,Married,3,0
LN100564,CUST50564,2024-01-20,Mumbai,North,59,Female,Clerk,28,1655815,843,Personal,2272665,180,11.22,14042.54,50.8,57.2,Low,Active,Yes,Single,4,0
LN100565,CUST50565,2024-02-08,Kolkata,East,57,Female,Doctor,32,433586,728,Auto,4632281,24,16.47,224800.74,23.5,80.2,Medium,Active,Yes,Married,0,0
LN100566,CUST50566,2024-01-31,Bengaluru,East,59,Male,Manager,19,1888263,466,Business,3832195,180,8.23,23042.14,21.5,62.2,High,Active,No,Married,4,0
LN100567,CUST50567,2024-10-05,Hyderabad,East,46,Female,Self-employed,19,2249299,643,Debt Consolidation,4547658,36,12.71,142379.59,52.7,44.8,High,Delinquent,Yes,Married,4,0
LN100568,CUST50568,2024-03-25,Pune,South,42,Male,Analyst,14,2412781,516,Education,3910563,60,15.19,75076.29,40.5,43.6,High,Paid,Yes,Married,0,0
LN100569,CUST50569,2026-03-15,Pune,West,52,Female,Analyst,15,997965,681,Business,3811554,180,15.51,24459.59,48.5,87.1,Medium,Active,No,Single,4,0
LN100570,CUST50570,2024-07-02,Bengaluru,East,32,Male,Engineer,13,1536116,770,Medical,3661427,180,6.18,21598.35,56.1,47.5,Low,Paid,Yes,Married,2,0
LN100571,CUST50571,2026-03-28,Chennai,East,64,Male,Manager,14,896983,453,Personal,1568950,36,11.21,48467.48,57.1,74.6,High,Delinquent,Yes,Single,0,0
LN100572,CUST50572,2025-05-19,Bengaluru,West,42,Male,Teacher,33,1698287,497,Debt Consolidation,1611258,120,7.03,14371.08,36.8,50.7,High,Delinquent,No,Married,4,0
LN100573,CUST50573,2024-07-17,Delhi,West,56,Male,Doctor,30,2082352,533,Home,2926559,180,12.55,18299.12,36.1,67.6,High,Delinquent,Yes,Single,2,0
LN100574,CUST50574,2025-05-04,Delhi,North,64,Female,Clerk,28,675686,485,Personal,3538976,240,7.78,15892.95,14.6,40.8,High,Delinquent,No,Single,0,0
LN100575,CUST50575,2025-12-19,Mumbai,West,34,Female,Analyst,22,1066706,689,Business,3251931,60,8.67,58897.89,35.0,66.2,Medium,Active,Yes,Married,2,0
LN100576,CUST50576,2024-08-15,Mumbai,East,65,Female,Doctor,19,753487,769,Business,4642386,60,11.81,86510.86,48.5,87.3,Low,Paid,No,Married,1,0
LN100577,CUST50577,2025-09-06,Mumbai,South,28,Male,Self-employed,13,922196,693,Education,3382850,36,6.92,100470.64,19.9,84.8,Medium,Paid,Yes,Married,4,0
LN100578,CUST50578,2023-09-14,Hyderabad,East,49,Male,Doctor,34,1669272,541,Personal,2291251,180,17.27,14927.5,59.6,64.7,High,Defaulted,No,Married,4,1
LN100579,CUST50579,2024-03-04,Delhi,South,65,Female,Clerk,13,2082322,529,Auto,4207215,60,15.85,81234.31,7.7,84.5,High,Delinquent,Yes,Married,4,0
LN100580,CUST50580,2025-08-20,Bengaluru,North,58,Male,Doctor,33,1727852,706,Personal,1641678,60,15.67,31648.82,55.1,79.9,Medium,Active,No,Married,3,0
LN100581,CUST50581,2026-03-15,Bengaluru,North,22,Female,Doctor,23,309899,594,Education,4766422,240,15.35,22908.62,35.7,64.0,High,Paid,No,Single,0,0
LN100582,CUST50582,2023-07-19,Pune,East,52,Male,Analyst,35,1091435,513,Home,3068231,120,8.03,27621.75,16.7,56.2,High,Defaulted,No,Single,1,1
LN100583,CUST50583,2026-01-19,Delhi,West,54,Male,Doctor,8,1849816,690,Auto,2122227,60,10.01,38911.03,29.3,76.1,Medium,Active,No,Married,4,0
LN100584,CUST50584,2025-08-07,Kolkata,South,54,Female,Doctor,18,1999327,789,Debt Consolidation,3045801,120,16.6,29595.03,42.9,85.5,Low,Paid,No,Single,2,0
LN100585,CUST50585,2025-07-23,Mumbai,West,60,Male,Doctor,29,523294,518,Home,78267,12,6.03,6915.54,20.2,62.4,High,Defaulted,Yes,Single,0,1
LN100586,CUST50586,2026-01-02,Chennai,South,59,Female,Clerk,2,1077713,667,Business,3805208,12,14.06,361685.02,10.0,76.6,Medium,Delinquent,No,Single,2,0
LN100587,CUST50587,2024-03-07,Pune,East,51,Female,Self-employed,14,2150504,530,Auto,2899734,120,11.38,26914.36,10.4,78.2,High,Active,No,Married,3,0
LN100588,CUST50588,2025-11-07,Hyderabad,North,58,Female,Teacher,13,1402502,712,Home,3063614,60,8.49,55395.25,33.4,89.1,Medium,Active,Yes,Single,3,0
LN100589,CUST50589,2024-06-04,Chennai,South,62,Male,Engineer,1,1645292,588,Home,1706231,84,7.96,21929.13,18.3,90.4,High,Delinquent,Yes,Single,2,0
LN100590,CUST50590,2024-09-21,Delhi,East,39,Male,Manager,22,679004,565,Business,1490415,120,9.97,13658.41,11.0,61.2,High,Defaulted,Yes,Single,3,1
LN100591,CUST50591,2023-11-19,Hyderabad,North,63,Female,Engineer,12,472664,543,Auto,2373490,12,12.87,223246.51,27.3,90.1,High,Delinquent,Yes,Single,2,0
LN100592,CUST50592,2026-05-26,Kolkata,East,61,Female,Doctor,2,1690604,473,Medical,396349,12,13.83,37597.01,59.1,92.5,High,Active,No,Married,4,0
LN100593,CUST50593,2025-11-14,Kolkata,West,38,Male,Engineer,14,457234,790,Medical,3357528,48,8.49,75887.13,42.0,48.7,Low,Active,No,Married,3,0
LN100594,CUST50594,2026-01-04,Chennai,West,27,Male,Manager,4,2475821,666,Auto,892323,240,10.4,4104.69,25.6,68.1,Medium,Delinquent,Yes,Single,2,0
LN100595,CUST50595,2023-08-05,Bengaluru,East,60,Female,Engineer,34,2026931,769,Auto,946719,60,10.15,17380.18,31.2,50.0,Low,Active,Yes,Married,4,0
LN100596,CUST50596,2024-06-17,Mumbai,North,49,Male,Manager,0,887203,470,Auto,1506793,180,7.31,8983.0,48.7,42.3,High,Active,No,Married,2,0
LN100597,CUST50597,2024-11-18,Bengaluru,West,46,Female,Engineer,9,771969,850,Debt Consolidation,4242206,24,8.94,192560.8,20.6,82.7,Low,Active,No,Single,0,0
LN100598,CUST50598,2024-01-06,Pune,South,24,Male,Engineer,17,2088654,543,Education,435737,60,12.67,8182.41,54.9,52.2,High,Defaulted,No,Single,1,1
LN100599,CUST50599,2025-04-18,Pune,North,57,Male,Engineer,5,386542,756,Debt Consolidation,3776032,180,6.27,22293.27,34.4,64.8,Low,Defaulted,Yes,Married,1,1
LN100600,CUST50600,2023-11-08,Hyderabad,South,58,Male,Clerk,33,2318086,680,Debt Consolidation,3449721,60,10.14,63325.38,8.3,83.6,Medium,Paid,No,Married,1,0
LN100601,CUST50601,2026-05-25,Hyderabad,North,59,Female,Clerk,14,307075,709,Personal,367843,120,11.84,3428.3,54.2,83.6,Medium,Paid,Yes,Married,1,0
LN100602,CUST50602,2025-10-22,Pune,East,61,Male,Self-employed,11,290821,643,Business,4409801,84,7.66,56518.95,41.2,87.7,High,Defaulted,No,Married,2,1
LN100603,CUST50603,2023-10-03,Mumbai,North,51,Male,Doctor,26,1344366,837,Medical,255807,24,9.1,11628.56,5.4,85.4,Low,Active,Yes,Married,0,0
LN100604,CUST50604,2024-12-02,Chennai,North,44,Female,Engineer,17,1575014,726,Home,525799,12,10.9,48592.59,32.4,51.7,Medium,Delinquent,No,Single,0,0
LN100605,CUST50605,2024-09-05,Mumbai,East,25,Male,Self-employed,35,2214278,652,Personal,2841738,240,6.09,12561.67,37.9,70.4,Medium,Delinquent,Yes,Single,3,0
LN100606,CUST50606,2023-07-12,Pune,South,42,Female,Clerk,3,2330367,559,Business,600001,240,15.37,2884.25,19.5,72.5,High,Active,Yes,Married,1,0
LN100607,CUST50607,2023-08-02,Mumbai,North,60,Female,Analyst,25,591375,589,Education,4305552,84,16.05,59483.25,52.9,51.7,High,Delinquent,Yes,Single,0,0
LN100608,CUST50608,2026-01-23,Delhi,South,56,Male,Doctor,30,1336023,723,Medical,3733824,120,12.41,34976.6,36.6,53.8,Medium,Paid,Yes,Single,1,0
LN100609,CUST50609,2026-06-30,Chennai,West,29,Female,Engineer,24,1028670,703,Medical,4665299,24,9.33,212523.81,34.0,44.5,Medium,Active,No,Married,2,0
LN100610,CUST50610,2023-07-18,Delhi,North,44,Male,Engineer,25,1763133,787,Personal,707736,84,8.54,9144.96,27.8,44.2,Low,Paid,Yes,Married,4,0
LN100611,CUST50611,2026-06-01,Kolkata,South,22,Female,Doctor,28,2166460,844,Medical,3120762,60,6.97,55637.99,22.3,71.8,Low,Paid,Yes,Single,3,0
LN100612,CUST50612,2024-07-01,Kolkata,South,55,Male,Doctor,35,1756120,739,Business,2997739,180,14.84,19125.57,18.0,74.4,Medium,Defaulted,Yes,Married,1,1
LN100613,CUST50613,2024-03-05,Chennai,East,24,Female,Teacher,25,1648863,818,Business,788545,48,14.01,18729.59,19.0,84.7,Low,Paid,Yes,Single,0,0
LN100614,CUST50614,2025-08-22,Kolkata,West,48,Male,Manager,14,494494,824,Auto,2756147,12,11.94,257102.58,39.4,45.6,Low,Delinquent,Yes,Married,4,0
LN100615,CUST50615,2026-02-12,Pune,North,32,Male,Analyst,7,1711934,720,Debt Consolidation,3788490,48,14.97,90742.23,20.4,61.9,Medium,Active,No,Married,2,0
LN100616,CUST50616,2024-07-04,Mumbai,North,35,Female,Clerk,3,1548086,634,Business,152312,180,12.71,953.73,45.1,48.9,High,Defaulted,Yes,Married,3,1
LN100617,CUST50617,2026-03-10,Mumbai,East,46,Male,Analyst,17,1492941,777,Debt Consolidation,1622698,60,14.55,30980.01,55.5,50.0,Low,Defaulted,Yes,Married,1,1
LN100618,CUST50618,2024-10-17,Chennai,North,41,Female,Doctor,28,536034,637,Business,709668,48,12.14,16579.62,27.9,79.9,High,Delinquent,Yes,Single,0,0
LN100619,CUST50619,2026-01-19,Delhi,East,45,Male,Teacher,30,698329,499,Personal,4274769,180,17.0,27786.0,23.7,77.2,High,Active,No,Single,1,0
LN100620,CUST50620,2025-10-04,Mumbai,West,47,Female,Engineer,12,706483,507,Home,1389216,240,13.48,6568.68,47.5,79.6,High,Delinquent,No,Married,0,0
LN100621,CUST50621,2025-03-14,Kolkata,South,24,Male,Teacher,26,1646323,492,Medical,3441740,180,12.14,21442.04,5.5,79.9,High,Delinquent,Yes,Married,0,0
LN100622,CUST50622,2024-11-18,Chennai,West,28,Male,Analyst,25,443136,833,Education,2581944,12,16.35,250340.99,18.0,54.8,Low,Delinquent,Yes,Married,2,0
LN100623,CUST50623,2025-05-30,Bengaluru,North,48,Female,Teacher,12,1931164,614,Debt Consolidation,2250699,36,10.45,69052.7,51.1,90.3,High,Defaulted,Yes,Married,3,1
LN100624,CUST50624,2023-12-27,Hyderabad,West,50,Male,Self-employed,15,694335,465,Education,3476375,120,11.0,32156.47,32.9,74.8,High,Active,No,Married,1,0
LN100625,CUST50625,2024-11-07,Delhi,West,33,Male,Teacher,9,2139717,710,Home,2968429,60,16.89,57829.94,19.0,48.7,Medium,Delinquent,Yes,Single,4,0
LN100626,CUST50626,2026-05-03,Chennai,West,61,Male,Manager,4,300509,738,Debt Consolidation,4018551,240,17.04,19597.13,55.7,54.5,Medium,Delinquent,No,Single,3,0
